perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration	num_controls	norm_method
Chr2-6	Chr2	0.49985079790269615	ES2	perturbation_control	pearson	0	56	ctrl_based
DOT1L-1	DOT1L	1.9071132614184232	ES2	perturbation_control	pearson	0	56	ctrl_based
DOT1L-2	DOT1L	2.006095440950896	ES2	perturbation_control	pearson	0	56	ctrl_based
EGFR-1	EGFR	1.2243983707129074	ES2	perturbation_control	pearson	0	56	ctrl_based
EGFR-2	EGFR	1.680443259708072	ES2	perturbation_control	pearson	0	56	ctrl_based
EGLN1-8	EGLN1	2.3554343647799274	ES2	perturbation_control	pearson	0	56	ctrl_based
EGLN1-9	EGLN1	2.0418416277506157	ES2	perturbation_control	pearson	0	56	ctrl_based
EMPTY	EMPTY		ES2	perturbation_control	pearson	0	56	ctrl_based
ERBB2-1	ERBB2	1.123920462587288	ES2	perturbation_control	pearson	0	56	ctrl_based
ERBB2-2	ERBB2	1.395618091876236	ES2	perturbation_control	pearson	0	56	ctrl_based
ERBB3-1	ERBB3	0.7800280552301648	ES2	perturbation_control	pearson	0	56	ctrl_based
ERBB3-2	ERBB3	0.8532732464769925	ES2	perturbation_control	pearson	0	56	ctrl_based
EZH2-1	EZH2	1.2716073474969354	ES2	perturbation_control	pearson	0	56	ctrl_based
EZH2-2	EZH2	1.4975051993544946	ES2	perturbation_control	pearson	0	56	ctrl_based
GLS-1	GLS	1.1987183924465619	ES2	perturbation_control	pearson	0	56	ctrl_based
GLS-2	GLS	1.0895161541811387	ES2	perturbation_control	pearson	0	56	ctrl_based
GPX4-1	GPX4	2.797605967074895	ES2	perturbation_control	pearson	0	56	ctrl_based
GPX4-2	GPX4	2.015266886782782	ES2	perturbation_control	pearson	0	56	ctrl_based
HIF1a-1	HIF1a	0.8210057851707793	ES2	perturbation_control	pearson	0	56	ctrl_based
HIF1a-2	HIF1a	0.8838388973276616	ES2	perturbation_control	pearson	0	56	ctrl_based
ITGAV-1	ITGAV	2.9581092439902426	ES2	perturbation_control	pearson	0	56	ctrl_based
ITGAV-2	ITGAV	3.255014731019605	ES2	perturbation_control	pearson	0	56	ctrl_based
JAK3-1	JAK3	0.030705508287166672	ES2	perturbation_control	pearson	0	56	ctrl_based
JAK3-2	JAK3	-0.01014021834117923	ES2	perturbation_control	pearson	0	56	ctrl_based
KIF11-1	KIF11	1.5571285142341256	ES2	perturbation_control	pearson	0	56	ctrl_based
KIF11-2	KIF11	1.7990105849659364	ES2	perturbation_control	pearson	0	56	ctrl_based
KRAS-1	KRAS	-0.036394319980924905	ES2	perturbation_control	pearson	0	56	ctrl_based
KRAS-2A	KRAS	0.8065920781412474	ES2	perturbation_control	pearson	0	56	ctrl_based
KRAS-2B	KRAS	-0.19054699285875254	ES2	perturbation_control	pearson	0	56	ctrl_based
LacZ-2	LacZ	-0.000608160338333899	ES2	perturbation_control	pearson	0	56	ctrl_based
LacZ-3	LacZ	-0.00983614589851399	ES2	perturbation_control	pearson	0	56	ctrl_based
Luc-1	Luc	0.7062429044481622	ES2	perturbation_control	pearson	0	56	ctrl_based
Luc-2	Luc	0.5704057795061958	ES2	perturbation_control	pearson	0	56	ctrl_based
MAPK1-1	MAPK1	3.0837566675033186	ES2	perturbation_control	pearson	0	56	ctrl_based
MAPK1-2	MAPK1	2.8791246671746062	ES2	perturbation_control	pearson	0	56	ctrl_based
MCL1-2	MCL1	0.03874538659708271	ES2	perturbation_control	pearson	0	56	ctrl_based
MCL1-5	MCL1	0.03198509331814503	ES2	perturbation_control	pearson	0	56	ctrl_based
MTOR-1	MTOR	1.7357216492651972	ES2	perturbation_control	pearson	0	56	ctrl_based
MTOR-2	MTOR	1.6174414560448294	ES2	perturbation_control	pearson	0	56	ctrl_based
MYC-1	MYC	3.5284634769194394	ES2	perturbation_control	pearson	0	56	ctrl_based
MYC-2	MYC	3.3298764602761715	ES2	perturbation_control	pearson	0	56	ctrl_based
ORC4-1	ORC4	0.3222009394254339	ES2	perturbation_control	pearson	0	56	ctrl_based
ORC4-2	ORC4	0.37214011860078317	ES2	perturbation_control	pearson	0	56	ctrl_based
PIK3CA-1	PIK3CA	1.9396348100862646	ES2	perturbation_control	pearson	0	56	ctrl_based
PIK3CA-2	PIK3CA	2.0613667433115377	ES2	perturbation_control	pearson	0	56	ctrl_based
POLR2D-1	POLR2D	2.5596978208082035	ES2	perturbation_control	pearson	0	56	ctrl_based
POLR2D-2	POLR2D	2.5033378405263242	ES2	perturbation_control	pearson	0	56	ctrl_based
PPIB-1	PPIB	0.21013383342275255	ES2	perturbation_control	pearson	0	56	ctrl_based
PPIB-2	PPIB	0.2364056645221974	ES2	perturbation_control	pearson	0	56	ctrl_based
PRDX1-1	PRDX1	0.513051476973762	ES2	perturbation_control	pearson	0	56	ctrl_based
PRDX1-2	PRDX1	0.6559308654234932	ES2	perturbation_control	pearson	0	56	ctrl_based
PSMA1-1	PSMA1	2.906885666492702	ES2	perturbation_control	pearson	0	56	ctrl_based
PSMA1-2	PSMA1	3.0822917105579952	ES2	perturbation_control	pearson	0	56	ctrl_based
PTK2-1	PTK2	2.3446868417538975	ES2	perturbation_control	pearson	0	56	ctrl_based
PTK2-2	PTK2	1.8138532707473562	ES2	perturbation_control	pearson	0	56	ctrl_based
RAC1-1	RAC1	0.9804942329006601	ES2	perturbation_control	pearson	0	56	ctrl_based
RAC1-2	RAC1	1.1229131427535664	ES2	perturbation_control	pearson	0	56	ctrl_based
RAF1-1	RAF1	1.107702760848963	ES2	perturbation_control	pearson	0	56	ctrl_based
RAF1-2	RAF1	1.1065274155445892	ES2	perturbation_control	pearson	0	56	ctrl_based
RHOA-1	RHOA	2.7975100054678403	ES2	perturbation_control	pearson	0	56	ctrl_based
RHOA-2	RHOA	3.1095046109486906	ES2	perturbation_control	pearson	0	56	ctrl_based
SDHB-1	SDHB	1.4248394426405635	ES2	perturbation_control	pearson	0	56	ctrl_based
SDHB-2	SDHB	1.2676624331398938	ES2	perturbation_control	pearson	0	56	ctrl_based
SLC2A1-1	SLC2A1		ES2	perturbation_control	pearson	0	56	ctrl_based
SLC2A2-2	SLC2A2		ES2	perturbation_control	pearson	0	56	ctrl_based
SMARCB1-1	SMARCB1	0.2833482120752092	ES2	perturbation_control	pearson	0	56	ctrl_based
SMARCB1-2	SMARCB1	0.2863994490328463	ES2	perturbation_control	pearson	0	56	ctrl_based
STAT3-1	STAT3	1.2795771177242625	ES2	perturbation_control	pearson	0	56	ctrl_based
STAT3-2	STAT3	1.3754135459567447	ES2	perturbation_control	pearson	0	56	ctrl_based
SUZ12-1	SUZ12	1.6152139917777562	ES2	perturbation_control	pearson	0	56	ctrl_based
SUZ12-2	SUZ12	1.6356199402819058	ES2	perturbation_control	pearson	0	56	ctrl_based
TXN-1	TXN	1.8423901335947497	ES2	perturbation_control	pearson	0	56	ctrl_based
TXN-2	TXN	1.7679643864951013	ES2	perturbation_control	pearson	0	56	ctrl_based
XBP-1	XBP	1.5123563662367125	ES2	perturbation_control	pearson	0	56	ctrl_based
XBP-2	XBP	1.5045940172120165	ES2	perturbation_control	pearson	0	56	ctrl_based
YAP1-1	YAP1	2.1109370214904097	ES2	perturbation_control	pearson	0	56	ctrl_based
YAP1-2	YAP1	2.136128772124479	ES2	perturbation_control	pearson	0	56	ctrl_based
AKT1-1	AKT1	1.4155557566874775	ES2	perturbation_control	pearson	0	50	ctrl_based
AKT1-2	AKT1	1.2054069326388637	ES2	perturbation_control	pearson	0	50	ctrl_based
ARID1B-1	ARID1B	1.2868685581726464	ES2	perturbation_control	pearson	0	50	ctrl_based
ARID1B-2	ARID1B	1.1462975252590977	ES2	perturbation_control	pearson	0	50	ctrl_based
ATF4-1	ATF4	2.187082677718878	ES2	perturbation_control	pearson	0	50	ctrl_based
ATF4-2	ATF4	2.037372427765838	ES2	perturbation_control	pearson	0	50	ctrl_based
ATP50-1	ATP50	2.320805747656096	ES2	perturbation_control	pearson	0	50	ctrl_based
ATP50-2	ATP50	1.8044291187058992	ES2	perturbation_control	pearson	0	50	ctrl_based
AURKB-2	AURKB		ES2	perturbation_control	pearson	0	50	ctrl_based
BCL2-1	BCL2	0.14748499954199895	ES2	perturbation_control	pearson	0	50	ctrl_based
BCL2-2	BCL2	0.233764517598345	ES2	perturbation_control	pearson	0	50	ctrl_based
BCL2L2-1	BCL2L2	0.8691970270332283	ES2	perturbation_control	pearson	0	50	ctrl_based
BCL2L2-2	BCL2L2	0.8665926671331177	ES2	perturbation_control	pearson	0	50	ctrl_based
BCL2L2-4	BCL2L2	0.9612594388522526	ES2	perturbation_control	pearson	0	50	ctrl_based
BRAF-2	BRAF		ES2	perturbation_control	pearson	0	50	ctrl_based
BRAF1-1	BRAF1		ES2	perturbation_control	pearson	0	50	ctrl_based
BRCA1-1	BRCA1	-0.09569134766193133	ES2	perturbation_control	pearson	0	50	ctrl_based
BRCA1-2	BRCA1	-0.044602121063751166	ES2	perturbation_control	pearson	0	50	ctrl_based
BRD4-1	BRD4	1.093927239882519	ES2	perturbation_control	pearson	0	50	ctrl_based
BRD4-2	BRD4	1.2086856809850888	ES2	perturbation_control	pearson	0	50	ctrl_based
CCND1-1	CCND1	2.377814199992282	ES2	perturbation_control	pearson	0	50	ctrl_based
CCND1-2	CCND1	2.4407866762897648	ES2	perturbation_control	pearson	0	50	ctrl_based
CCNE1-1	CCNE1	0.9734810582777833	ES2	perturbation_control	pearson	0	50	ctrl_based
CCNE1-2	CCNE1	1.1620629610294733	ES2	perturbation_control	pearson	0	50	ctrl_based
CDK2-1	CDK2	2.0722912856205404	ES2	perturbation_control	pearson	0	50	ctrl_based
CDK2-2	CDK2	1.7896911063983765	ES2	perturbation_control	pearson	0	50	ctrl_based
CDK4-1	CDK4	1.763923967096066	ES2	perturbation_control	pearson	0	50	ctrl_based
CDK4-2	CDK4	1.763978226518711	ES2	perturbation_control	pearson	0	50	ctrl_based
CDK4-3	CDK4	1.7891775894534083	ES2	perturbation_control	pearson	0	50	ctrl_based
CHEK2-1	CHEK2	0.534697218940796	ES2	perturbation_control	pearson	0	50	ctrl_based
CHEK2-2	CHEK2	0.4988067649848417	ES2	perturbation_control	pearson	0	50	ctrl_based
COX5B-1	COX5B	-0.07915515631855774	ES2	perturbation_control	pearson	0	50	ctrl_based
COX5B-2	COX5B	-0.0319572278982094	ES2	perturbation_control	pearson	0	50	ctrl_based
CSNK1A1-1	CSNK1A1	-0.16511416958120162	ES2	perturbation_control	pearson	0	50	ctrl_based
CSNK1A1-2	CSNK1A1	-0.21920439021255222	ES2	perturbation_control	pearson	0	50	ctrl_based
CTNNB1-1	CTNNB1	1.8518440372572695	ES2	perturbation_control	pearson	0	50	ctrl_based
CTNNB1-2	CTNNB1	1.5726302445307825	ES2	perturbation_control	pearson	0	50	ctrl_based
Chr2-1	Chr2	0.32075829927101146	ES2	perturbation_control	pearson	0	50	ctrl_based
Chr2-2	Chr2	0.1531689282346007	ES2	perturbation_control	pearson	0	50	ctrl_based
Chr2-3	Chr2	0.6346637308557084	ES2	perturbation_control	pearson	0	50	ctrl_based
Chr2-4	Chr2	0.431522066662123	ES2	perturbation_control	pearson	0	50	ctrl_based
Chr2-5	Chr2	0.4639059756085766	ES2	perturbation_control	pearson	0	50	ctrl_based
Chr2-6	Chr2	0.48311733292098485	ES2	perturbation_control	pearson	0	50	ctrl_based
DOT1L-1	DOT1L	1.899335235975005	ES2	perturbation_control	pearson	0	50	ctrl_based
DOT1L-2	DOT1L	1.984685205984864	ES2	perturbation_control	pearson	0	50	ctrl_based
EGFR-1	EGFR	1.2258492399115977	ES2	perturbation_control	pearson	0	50	ctrl_based
EGFR-2	EGFR	1.6750081161979435	ES2	perturbation_control	pearson	0	50	ctrl_based
EGLN1-8	EGLN1	2.3642701429694792	ES2	perturbation_control	pearson	0	50	ctrl_based
EGLN1-9	EGLN1	1.974957925772756	ES2	perturbation_control	pearson	0	50	ctrl_based
EMPTY	EMPTY		ES2	perturbation_control	pearson	0	50	ctrl_based
ERBB2-1	ERBB2	1.1328629426095562	ES2	perturbation_control	pearson	0	50	ctrl_based
ERBB2-2	ERBB2	1.3464989476055857	ES2	perturbation_control	pearson	0	50	ctrl_based
ERBB3-1	ERBB3	0.7753866915665727	ES2	perturbation_control	pearson	0	50	ctrl_based
ERBB3-2	ERBB3	0.8695960757541962	ES2	perturbation_control	pearson	0	50	ctrl_based
EZH2-1	EZH2	1.2597923864294955	ES2	perturbation_control	pearson	0	50	ctrl_based
EZH2-2	EZH2	1.5230099372053556	ES2	perturbation_control	pearson	0	50	ctrl_based
GLS-1	GLS	1.1473172783850294	ES2	perturbation_control	pearson	0	50	ctrl_based
GLS-2	GLS	1.0317537697738386	ES2	perturbation_control	pearson	0	50	ctrl_based
GPX4-1	GPX4	2.725038829896664	ES2	perturbation_control	pearson	0	50	ctrl_based
GPX4-2	GPX4	1.9728178508078402	ES2	perturbation_control	pearson	0	50	ctrl_based
HIF1a-1	HIF1a	0.8178516946780389	ES2	perturbation_control	pearson	0	50	ctrl_based
HIF1a-2	HIF1a	0.9164811739856993	ES2	perturbation_control	pearson	0	50	ctrl_based
ITGAV-1	ITGAV	2.927970870320877	ES2	perturbation_control	pearson	0	50	ctrl_based
ITGAV-2	ITGAV	3.197108761731494	ES2	perturbation_control	pearson	0	50	ctrl_based
JAK3-1	JAK3	0.042732441342487104	ES2	perturbation_control	pearson	0	50	ctrl_based
JAK3-2	JAK3	-0.00747777921136239	ES2	perturbation_control	pearson	0	50	ctrl_based
KIF11-1	KIF11	1.4644576726897345	ES2	perturbation_control	pearson	0	50	ctrl_based
KIF11-2	KIF11	1.7147237137782314	ES2	perturbation_control	pearson	0	50	ctrl_based
KRAS-1	KRAS	-0.0009546128621068517	ES2	perturbation_control	pearson	0	50	ctrl_based
KRAS-2A	KRAS	0.8722084199132629	ES2	perturbation_control	pearson	0	50	ctrl_based
KRAS-2B	KRAS	-0.19425834248686524	ES2	perturbation_control	pearson	0	50	ctrl_based
LacZ-2	LacZ	0.026252778102989524	ES2	perturbation_control	pearson	0	50	ctrl_based
LacZ-3	LacZ	0.011692429028542672	ES2	perturbation_control	pearson	0	50	ctrl_based
Luc-1	Luc	0.7107939322469631	ES2	perturbation_control	pearson	0	50	ctrl_based
Luc-2	Luc	0.6195899376727277	ES2	perturbation_control	pearson	0	50	ctrl_based
MAPK1-1	MAPK1	3.0831860385736793	ES2	perturbation_control	pearson	0	50	ctrl_based
MAPK1-2	MAPK1	2.9088491660788027	ES2	perturbation_control	pearson	0	50	ctrl_based
MCL1-2	MCL1	0.010803698418319824	ES2	perturbation_control	pearson	0	50	ctrl_based
MCL1-5	MCL1	-0.012291444795201042	ES2	perturbation_control	pearson	0	50	ctrl_based
MTOR-1	MTOR	1.6938358126394086	ES2	perturbation_control	pearson	0	50	ctrl_based
MTOR-2	MTOR	1.5707652707763486	ES2	perturbation_control	pearson	0	50	ctrl_based
MYC-1	MYC	3.505521387125381	ES2	perturbation_control	pearson	0	50	ctrl_based
MYC-2	MYC	3.31362547455996	ES2	perturbation_control	pearson	0	50	ctrl_based
ORC4-1	ORC4	0.320631051998368	ES2	perturbation_control	pearson	0	50	ctrl_based
ORC4-2	ORC4	0.375051556732797	ES2	perturbation_control	pearson	0	50	ctrl_based
PIK3CA-1	PIK3CA	1.9234282971972945	ES2	perturbation_control	pearson	0	50	ctrl_based
PIK3CA-2	PIK3CA	2.0399682068535516	ES2	perturbation_control	pearson	0	50	ctrl_based
POLR2D-1	POLR2D	2.457459354612253	ES2	perturbation_control	pearson	0	50	ctrl_based
POLR2D-2	POLR2D	2.4235661658330834	ES2	perturbation_control	pearson	0	50	ctrl_based
PPIB-1	PPIB	0.23332995851637062	ES2	perturbation_control	pearson	0	50	ctrl_based
PPIB-2	PPIB	0.24978523906183633	ES2	perturbation_control	pearson	0	50	ctrl_based
PRDX1-1	PRDX1	0.5193034536728924	ES2	perturbation_control	pearson	0	50	ctrl_based
PRDX1-2	PRDX1	0.6551885459120831	ES2	perturbation_control	pearson	0	50	ctrl_based
PSMA1-1	PSMA1	2.8200579565621595	ES2	perturbation_control	pearson	0	50	ctrl_based
PSMA1-2	PSMA1	3.002071438400245	ES2	perturbation_control	pearson	0	50	ctrl_based
PTK2-1	PTK2	2.318717699102779	ES2	perturbation_control	pearson	0	50	ctrl_based
PTK2-2	PTK2	1.7843588903523577	ES2	perturbation_control	pearson	0	50	ctrl_based
RAC1-1	RAC1	0.9398569930863321	ES2	perturbation_control	pearson	0	50	ctrl_based
RAC1-2	RAC1	1.0998995532379463	ES2	perturbation_control	pearson	0	50	ctrl_based
RAF1-1	RAF1	1.0645211773492602	ES2	perturbation_control	pearson	0	50	ctrl_based
RAF1-2	RAF1	1.1454605677845042	ES2	perturbation_control	pearson	0	50	ctrl_based
RHOA-1	RHOA	2.711413459663032	ES2	perturbation_control	pearson	0	50	ctrl_based
RHOA-2	RHOA	3.015837361703872	ES2	perturbation_control	pearson	0	50	ctrl_based
SDHB-1	SDHB	1.4395694301120412	ES2	perturbation_control	pearson	0	50	ctrl_based
SDHB-2	SDHB	1.303367257287654	ES2	perturbation_control	pearson	0	50	ctrl_based
SLC2A1-1	SLC2A1		ES2	perturbation_control	pearson	0	50	ctrl_based
SLC2A2-2	SLC2A2		ES2	perturbation_control	pearson	0	50	ctrl_based
SMARCB1-1	SMARCB1	0.35318964117846263	ES2	perturbation_control	pearson	0	50	ctrl_based
SMARCB1-2	SMARCB1	0.2644778113336619	ES2	perturbation_control	pearson	0	50	ctrl_based
STAT3-1	STAT3	1.23004655215422	ES2	perturbation_control	pearson	0	50	ctrl_based
STAT3-2	STAT3	1.326797773863131	ES2	perturbation_control	pearson	0	50	ctrl_based
SUZ12-1	SUZ12	1.5715956893093455	ES2	perturbation_control	pearson	0	50	ctrl_based
SUZ12-2	SUZ12	1.561899528967007	ES2	perturbation_control	pearson	0	50	ctrl_based
TXN-1	TXN	1.8294565471990534	ES2	perturbation_control	pearson	0	50	ctrl_based
TXN-2	TXN	1.815333895950161	ES2	perturbation_control	pearson	0	50	ctrl_based
XBP-1	XBP	1.4559352897378468	ES2	perturbation_control	pearson	0	50	ctrl_based
XBP-2	XBP	1.4496297567692333	ES2	perturbation_control	pearson	0	50	ctrl_based
YAP1-1	YAP1	2.041895433725224	ES2	perturbation_control	pearson	0	50	ctrl_based
YAP1-2	YAP1	2.061288073028112	ES2	perturbation_control	pearson	0	50	ctrl_based
AKT1-1	AKT1	1.4836262459210396	ES2	perturbation_control	pearson	0	40	ctrl_based
AKT1-2	AKT1	1.1338691997048396	ES2	perturbation_control	pearson	0	40	ctrl_based
ARID1B-1	ARID1B	1.3038430045974525	ES2	perturbation_control	pearson	0	40	ctrl_based
ARID1B-2	ARID1B	1.2641776139212073	ES2	perturbation_control	pearson	0	40	ctrl_based
ATF4-1	ATF4	2.2674611786146506	ES2	perturbation_control	pearson	0	40	ctrl_based
ATF4-2	ATF4	2.085143661337681	ES2	perturbation_control	pearson	0	40	ctrl_based
ATP50-1	ATP50	2.3080691021389907	ES2	perturbation_control	pearson	0	40	ctrl_based
ATP50-2	ATP50	1.7975443061871572	ES2	perturbation_control	pearson	0	40	ctrl_based
AURKB-2	AURKB		ES2	perturbation_control	pearson	0	40	ctrl_based
BCL2-1	BCL2	0.2168493107132012	ES2	perturbation_control	pearson	0	40	ctrl_based
BCL2-2	BCL2	0.05963939525761075	ES2	perturbation_control	pearson	0	40	ctrl_based
BCL2L2-1	BCL2L2	1.012935384433213	ES2	perturbation_control	pearson	0	40	ctrl_based
BCL2L2-2	BCL2L2	0.8307223391050056	ES2	perturbation_control	pearson	0	40	ctrl_based
BCL2L2-4	BCL2L2	0.929697516997783	ES2	perturbation_control	pearson	0	40	ctrl_based
BRAF-2	BRAF		ES2	perturbation_control	pearson	0	40	ctrl_based
BRAF1-1	BRAF1		ES2	perturbation_control	pearson	0	40	ctrl_based
BRCA1-1	BRCA1	0.06058545542233629	ES2	perturbation_control	pearson	0	40	ctrl_based
BRCA1-2	BRCA1	-0.029002135926988193	ES2	perturbation_control	pearson	0	40	ctrl_based
BRD4-1	BRD4	1.0957732957770798	ES2	perturbation_control	pearson	0	40	ctrl_based
BRD4-2	BRD4	1.3292868012117043	ES2	perturbation_control	pearson	0	40	ctrl_based
CCND1-1	CCND1	2.789587061971744	ES2	perturbation_control	pearson	0	40	ctrl_based
CCND1-2	CCND1	2.875401903904173	ES2	perturbation_control	pearson	0	40	ctrl_based
CCNE1-1	CCNE1	1.2377081282761069	ES2	perturbation_control	pearson	0	40	ctrl_based
CCNE1-2	CCNE1	1.2728376704744684	ES2	perturbation_control	pearson	0	40	ctrl_based
CDK2-1	CDK2	2.4331770974162317	ES2	perturbation_control	pearson	0	40	ctrl_based
CDK2-2	CDK2	2.082818164891093	ES2	perturbation_control	pearson	0	40	ctrl_based
CDK4-1	CDK4	1.93193412019713	ES2	perturbation_control	pearson	0	40	ctrl_based
CDK4-2	CDK4	2.113973661274542	ES2	perturbation_control	pearson	0	40	ctrl_based
CDK4-3	CDK4	2.0614003197912907	ES2	perturbation_control	pearson	0	40	ctrl_based
CHEK2-1	CHEK2	0.4439896876018038	ES2	perturbation_control	pearson	0	40	ctrl_based
CHEK2-2	CHEK2	0.35328463086178996	ES2	perturbation_control	pearson	0	40	ctrl_based
COX5B-1	COX5B	-0.045242906001629724	ES2	perturbation_control	pearson	0	40	ctrl_based
COX5B-2	COX5B	0.05269588622494667	ES2	perturbation_control	pearson	0	40	ctrl_based
CSNK1A1-1	CSNK1A1	-0.3562164746681837	ES2	perturbation_control	pearson	0	40	ctrl_based
CSNK1A1-2	CSNK1A1	-0.05287614329499893	ES2	perturbation_control	pearson	0	40	ctrl_based
CTNNB1-1	CTNNB1	1.9229970661232072	ES2	perturbation_control	pearson	0	40	ctrl_based
CTNNB1-2	CTNNB1	1.6632886683985897	ES2	perturbation_control	pearson	0	40	ctrl_based
Chr2-1	Chr2	0.48958020065734775	ES2	perturbation_control	pearson	0	40	ctrl_based
Chr2-2	Chr2	0.10300459520441178	ES2	perturbation_control	pearson	0	40	ctrl_based
Chr2-3	Chr2	0.7100683134731149	ES2	perturbation_control	pearson	0	40	ctrl_based
Chr2-4	Chr2	0.4710231440229803	ES2	perturbation_control	pearson	0	40	ctrl_based
Chr2-5	Chr2	0.4558058620801096	ES2	perturbation_control	pearson	0	40	ctrl_based
Chr2-6	Chr2	0.5604083631036328	ES2	perturbation_control	pearson	0	40	ctrl_based
DOT1L-1	DOT1L	1.8410831660705806	ES2	perturbation_control	pearson	0	40	ctrl_based
DOT1L-2	DOT1L	1.8716707455023338	ES2	perturbation_control	pearson	0	40	ctrl_based
EGFR-1	EGFR	1.1479883893980776	ES2	perturbation_control	pearson	0	40	ctrl_based
EGFR-2	EGFR	1.6639743333857397	ES2	perturbation_control	pearson	0	40	ctrl_based
EGLN1-8	EGLN1	2.4786995514161916	ES2	perturbation_control	pearson	0	40	ctrl_based
EGLN1-9	EGLN1	2.3813152123887313	ES2	perturbation_control	pearson	0	40	ctrl_based
EMPTY	EMPTY		ES2	perturbation_control	pearson	0	40	ctrl_based
ERBB2-1	ERBB2	1.0113337674188665	ES2	perturbation_control	pearson	0	40	ctrl_based
ERBB2-2	ERBB2	1.4872223230772144	ES2	perturbation_control	pearson	0	40	ctrl_based
ERBB3-1	ERBB3	0.7560002076542414	ES2	perturbation_control	pearson	0	40	ctrl_based
ERBB3-2	ERBB3	0.8396483554300362	ES2	perturbation_control	pearson	0	40	ctrl_based
EZH2-1	EZH2	1.281307377899068	ES2	perturbation_control	pearson	0	40	ctrl_based
EZH2-2	EZH2	1.3481932385678776	ES2	perturbation_control	pearson	0	40	ctrl_based
