perturbation	group	grit	cell_line	barcode_control	cor_method	query	_id	DepMap_ID	stripped_cell_line_name	ceres_score	grit_mean
RHOA-2	RHOA	3.016000717645029	HCC44	cutting_control	pearson	RHOA	387	ACH-000667	HCC44	-0.2873014631135635	2.679640793443241
MAPK1-1	MAPK1	3.0089116586446667	ES2	perturbation_control	pearson	MAPK1	5594	ACH-000906	ES2	-0.6169204505182757	3.017418034729514
CDK4-2	CDK4	2.975665127987892	ES2	cutting_control	pearson	CDK4	1019	ACH-000906	ES2	-1.8743976102571192	2.8214814092091505
ITGAV-2	ITGAV	2.9640947990625226	ES2	perturbation_control	spearman	ITGAV	3685	ACH-000906	ES2	-0.2155083932266117	2.665768204905041
MAPK1-2	MAPK1	2.9564210948479026	ES2	perturbation_control	pearson	MAPK1	5594	ACH-000906	ES2	-0.6169204505182757	3.017418034729514
RHOA-1	RHOA	2.943033919502344	HCC44	cutting_control	spearman	RHOA	387	ACH-000667	HCC44	-0.2873014631135635	2.679640793443241
RHOA-2	RHOA	2.929917687709608	HCC44	cutting_control	spearman	RHOA	387	ACH-000667	HCC44	-0.2873014631135635	2.679640793443241
CDK4-2	CDK4	2.8935796644754768	ES2	cutting_control	spearman	CDK4	1019	ACH-000906	ES2	-1.8743976102571192	2.8214814092091505
ITGAV-1	ITGAV	2.8934377652964525	ES2	perturbation_control	pearson	ITGAV	3685	ACH-000906	ES2	-0.2155083932266117	2.665768204905041
RHOA-2	RHOA	2.8907439954562077	ES2	perturbation_control	spearman	RHOA	387	ACH-000906	ES2	-0.7269088889124986	2.6058586595336055
ITGAV-2	ITGAV	2.872148028924079	A549	cutting_control	pearson	ITGAV	3685	ACH-000681	A549	-1.0510899785936891	3.0353549533353834
MAPK1-1	MAPK1	2.8698413355644536	ES2	perturbation_control	spearman	MAPK1	5594	ACH-000906	ES2	-0.6169204505182757	3.017418034729514
GPX4-1	GPX4	2.8433104839846672	ES2	cutting_control	pearson	GPX4	2879	ACH-000906	ES2	-0.9358995104969748	3.038293523645991
PSMA1-1	PSMA1	2.838853470730779	ES2	perturbation_control	pearson	PSMA1	5682	ACH-000906	ES2	-1.9809094559957527	2.68364503081644
PSMA1-1	PSMA1	2.834361001501078	ES2	perturbation_control	spearman	PSMA1	5682	ACH-000906	ES2	-1.9809094559957527	2.68364503081644
MAPK1-2	MAPK1	2.8325971406612545	ES2	perturbation_control	spearman	MAPK1	5594	ACH-000906	ES2	-0.6169204505182757	3.017418034729514
CDK4-3	CDK4	2.83200622596	ES2	cutting_control	pearson	CDK4	1019	ACH-000906	ES2	-1.8743976102571192	2.8214814092091505
GPX4-1	GPX4	2.8077514609008074	ES2	cutting_control	spearman	GPX4	2879	ACH-000906	ES2	-0.9358995104969748	3.038293523645991
ITGAV-1	ITGAV	2.805244095645951	ES2	perturbation_control	spearman	ITGAV	3685	ACH-000906	ES2	-0.2155083932266117	2.665768204905041
PTK2-2	PTK2	2.801088962305333	HCC44	perturbation_control	pearson	PTK2	5747	ACH-000667	HCC44	-0.981298826525806	2.357077366029526
CDK4-1	CDK4	2.79821752361741	ES2	perturbation_control	pearson	CDK4	1019	ACH-000906	ES2	-1.8743976102571192	2.8214814092091505
ITGAV-1	ITGAV	2.7876280671667173	A549	cutting_control	pearson	ITGAV	3685	ACH-000681	A549	-1.0510899785936891	3.0353549533353834
EGLN1-8	EGLN1	2.755260946241022	ES2	perturbation_control	pearson	EGLN1	54583	ACH-000906	ES2	-1.0673476665124937	2.276031069852224
CDK4-3	CDK4	2.7348004635436785	ES2	cutting_control	spearman	CDK4	1019	ACH-000906	ES2	-1.8743976102571192	2.8214814092091505
CDK4-2	CDK4	2.73265328980195	ES2	perturbation_control	pearson	CDK4	1019	ACH-000906	ES2	-1.8743976102571192	2.8214814092091505
ITGAV-2	ITGAV	2.728473782388986	A549	cutting_control	spearman	ITGAV	3685	ACH-000681	A549	-1.0510899785936891	3.0353549533353834
BRD4-1	BRD4	2.7191032153029	HCC44	cutting_control	spearman	BRD4	23476	ACH-000667	HCC44	-1.2032479668455065	2.2742400222233883
PTK2-1	PTK2	2.7097691573175826	HCC44	perturbation_control	pearson	PTK2	5747	ACH-000667	HCC44	-0.981298826525806	2.357077366029526
CDK4-1	CDK4	2.704929571016518	ES2	perturbation_control	spearman	CDK4	1019	ACH-000906	ES2	-1.8743976102571192	2.8214814092091505
RHOA-1	RHOA	2.699542911994487	ES2	perturbation_control	pearson	RHOA	387	ACH-000906	ES2	-0.7269088889124986	2.6058586595336055
ITGAV-1	ITGAV	2.672557517690772	A549	cutting_control	spearman	ITGAV	3685	ACH-000681	A549	-1.0510899785936891	3.0353549533353834
RHOA-2	RHOA	2.67033919859674	ES2	cutting_control	pearson	RHOA	387	ACH-000906	ES2	-0.7269088889124986	2.6058586595336055
CDK4-2	CDK4	2.6577916802629766	ES2	perturbation_control	spearman	CDK4	1019	ACH-000906	ES2	-1.8743976102571192	2.8214814092091505
CCND1-2	CCND1	2.6462055460375056	ES2	perturbation_control	pearson	CCND1	595	ACH-000906	ES2	-1.5151696698558768	2.6885474815876425
POLR2D-1	POLR2D	2.628745440024212	ES2	perturbation_control	pearson	POLR2D	5433	ACH-000906	ES2	-1.5571023500708143	2.3229262436210965
BRD4-1	BRD4	2.6256612438284126	HCC44	perturbation_control	pearson	BRD4	23476	ACH-000667	HCC44	-1.2032479668455065	2.2742400222233883
CDK4-3	CDK4	2.6227310635167163	ES2	perturbation_control	pearson	CDK4	1019	ACH-000906	ES2	-1.8743976102571192	2.8214814092091505
PTK2-2	PTK2	2.609148036336697	A549	perturbation_control	pearson	PTK2	5747	ACH-000681	A549	-0.8006556465030359	2.128045215069972
MYC-1	MYC	2.600412809073857	HCC44	cutting_control	pearson	MYC	4609	ACH-000667	HCC44	-1.354388793435461	2.468171750748679
GPX4-2	GPX4	2.5984901492847423	ES2	cutting_control	pearson	GPX4	2879	ACH-000906	ES2	-0.9358995104969748	3.038293523645991
CCND1-2	CCND1	2.5751321431160026	ES2	perturbation_control	spearman	CCND1	595	ACH-000906	ES2	-1.5151696698558768	2.6885474815876425
EGLN1-9	EGLN1	2.574257160852791	ES2	perturbation_control	pearson	EGLN1	54583	ACH-000906	ES2	-1.0673476665124937	2.276031069852224
POLR2D-1	POLR2D	2.573884686735102	HCC44	perturbation_control	pearson	POLR2D	5433	ACH-000667	HCC44	-1.5648873014752094	2.4234081918839365
RHOA-1	RHOA	2.567192514917754	ES2	perturbation_control	spearman	RHOA	387	ACH-000906	ES2	-0.7269088889124986	2.6058586595336055
MYC-1	MYC	2.5638861780068174	HCC44	perturbation_control	pearson	MYC	4609	ACH-000667	HCC44	-1.354388793435461	2.468171750748679
RHOA-2	RHOA	2.556205436344163	ES2	cutting_control	spearman	RHOA	387	ACH-000906	ES2	-0.7269088889124986	2.6058586595336055
ITGAV-2	ITGAV	2.5555470261192634	ES2	cutting_control	pearson	ITGAV	3685	ACH-000906	ES2	-0.2155083932266117	2.665768204905041
MYC-2	MYC	2.550677876705318	HCC44	cutting_control	pearson	MYC	4609	ACH-000667	HCC44	-1.354388793435461	2.468171750748679
CDK4-3	CDK4	2.5419227866037613	ES2	perturbation_control	spearman	CDK4	1019	ACH-000906	ES2	-1.8743976102571192	2.8214814092091505
MYC-2	MYC	2.5368215096181945	HCC44	perturbation_control	pearson	MYC	4609	ACH-000667	HCC44	-1.354388793435461	2.468171750748679
PSMA1-2	PSMA1	2.530845650685954	ES2	cutting_control	pearson	PSMA1	5682	ACH-000906	ES2	-1.9809094559957527	2.68364503081644
GPX4-2	GPX4	2.529300758757492	ES2	cutting_control	spearman	GPX4	2879	ACH-000906	ES2	-0.9358995104969748	3.038293523645991
POLR2D-2	POLR2D	2.523855157559393	ES2	perturbation_control	pearson	POLR2D	5433	ACH-000906	ES2	-1.5571023500708143	2.3229262436210965
EGLN1-8	EGLN1	2.520432025301228	ES2	perturbation_control	spearman	EGLN1	54583	ACH-000906	ES2	-1.0673476665124937	2.276031069852224
CCND1-1	CCND1	2.5181060209494084	ES2	cutting_control	pearson	CCND1	595	ACH-000906	ES2	-1.5151696698558768	2.6885474815876425
PSMA1-2	PSMA1	2.5139069526171114	ES2	cutting_control	spearman	PSMA1	5682	ACH-000906	ES2	-1.9809094559957527	2.68364503081644
POLR2D-1	POLR2D	2.5126187243131475	HCC44	cutting_control	pearson	POLR2D	5433	ACH-000667	HCC44	-1.5648873014752094	2.4234081918839365
POLR2D-1	POLR2D	2.494729678463248	HCC44	perturbation_control	spearman	POLR2D	5433	ACH-000667	HCC44	-1.5648873014752094	2.4234081918839365
RHOA-2	RHOA	2.492661424065424	HCC44	perturbation_control	pearson	RHOA	387	ACH-000667	HCC44	-0.2873014631135635	2.679640793443241
CDK2-1	CDK2	2.483662350472477	HCC44	perturbation_control	pearson	CDK2	1017	ACH-000667	HCC44	-1.2524546340637028	2.1895792484859546
PTK2-2	PTK2	2.480797304684543	HCC44	perturbation_control	spearman	PTK2	5747	ACH-000667	HCC44	-0.981298826525806	2.357077366029526
CCND1-1	CCND1	2.475330293095926	ES2	cutting_control	spearman	CCND1	595	ACH-000906	ES2	-1.5151696698558768	2.6885474815876425
CCND1-1	CCND1	2.4701583267809752	ES2	perturbation_control	pearson	CCND1	595	ACH-000906	ES2	-1.5151696698558768	2.6885474815876425
MYC-1	MYC	2.468636194550884	A549	perturbation_control	pearson	MYC	4609	ACH-000681	A549	-2.1550559030366974	2.026326462530918
POLR2D-2	POLR2D	2.4522182988863364	HCC44	perturbation_control	pearson	POLR2D	5433	ACH-000667	HCC44	-1.5648873014752094	2.4234081918839365
ITGAV-2	ITGAV	2.4429751694211634	ES2	cutting_control	spearman	ITGAV	3685	ACH-000906	ES2	-0.2155083932266117	2.665768204905041
POLR2D-1	POLR2D	2.441656475048044	ES2	perturbation_control	spearman	POLR2D	5433	ACH-000906	ES2	-1.5571023500708143	2.3229262436210965
PTK2-2	PTK2	2.441299446372656	A549	perturbation_control	spearman	PTK2	5747	ACH-000681	A549	-0.8006556465030359	2.128045215069972
MYC-1	MYC	2.4108855168756715	HCC44	perturbation_control	spearman	MYC	4609	ACH-000667	HCC44	-1.354388793435461	2.468171750748679
KIF11-1	KIF11	2.4049433629311485	HCC44	cutting_control	pearson	KIF11	3832	ACH-000667	HCC44	-1.7767413591343184	2.2204438446517454
MYC-2	MYC	2.3925226012924266	HCC44	perturbation_control	spearman	MYC	4609	ACH-000667	HCC44	-1.354388793435461	2.468171750748679
KIF11-1	KIF11	2.3888258186579043	HCC44	perturbation_control	pearson	KIF11	3832	ACH-000667	HCC44	-1.7767413591343184	2.2204438446517454
RHOA-2	RHOA	2.386556414087041	HCC44	perturbation_control	spearman	RHOA	387	ACH-000667	HCC44	-0.2873014631135635	2.679640793443241
POLR2D-1	POLR2D	2.385222924684178	HCC44	cutting_control	spearman	POLR2D	5433	ACH-000667	HCC44	-1.5648873014752094	2.4234081918839365
POLR2D-2	POLR2D	2.3824749181625484	ES2	perturbation_control	spearman	POLR2D	5433	ACH-000906	ES2	-1.5571023500708143	2.3229262436210965
CCND1-1	CCND1	2.3813453119547625	ES2	perturbation_control	spearman	CCND1	595	ACH-000906	ES2	-1.5151696698558768	2.6885474815876425
EGLN1-9	EGLN1	2.377095526936176	ES2	perturbation_control	spearman	EGLN1	54583	ACH-000906	ES2	-1.0673476665124937	2.276031069852224
POLR2D-2	POLR2D	2.372324880895167	HCC44	perturbation_control	spearman	POLR2D	5433	ACH-000667	HCC44	-1.5648873014752094	2.4234081918839365
RHOA-1	RHOA	2.368002430785484	HCC44	perturbation_control	pearson	RHOA	387	ACH-000667	HCC44	-0.2873014631135635	2.679640793443241
POLR2D-2	POLR2D	2.3575052630767006	HCC44	cutting_control	pearson	POLR2D	5433	ACH-000667	HCC44	-1.5648873014752094	2.4234081918839365
MYC-1	MYC	2.356168602738497	HCC44	cutting_control	spearman	MYC	4609	ACH-000667	HCC44	-1.354388793435461	2.468171750748679
PTK2-2	PTK2	2.3480932622071773	HCC44	cutting_control	pearson	PTK2	5747	ACH-000667	HCC44	-0.981298826525806	2.357077366029526
PTK2-1	PTK2	2.344110724299499	HCC44	perturbation_control	spearman	PTK2	5747	ACH-000667	HCC44	-0.981298826525806	2.357077366029526
ITGAV-1	ITGAV	2.34066558045994	ES2	cutting_control	pearson	ITGAV	3685	ACH-000906	ES2	-0.2155083932266117	2.665768204905041
YAP1-2	YAP1	2.3403016788518904	ES2	perturbation_control	pearson	YAP1	10413	ACH-000906	ES2	-1.1704173129010464	2.0651339537685804
BRD4-1	BRD4	2.3387206891200654	HCC44	perturbation_control	spearman	BRD4	23476	ACH-000667	HCC44	-1.2032479668455065	2.2742400222233883
PSMA1-1	PSMA1	2.3346832577660512	ES2	cutting_control	spearman	PSMA1	5682	ACH-000906	ES2	-1.9809094559957527	2.68364503081644
CDK2-1	CDK2	2.334452545029542	HCC44	perturbation_control	spearman	CDK2	1017	ACH-000667	HCC44	-1.2524546340637028	2.1895792484859546
MYC-2	MYC	2.333998911678649	HCC44	cutting_control	spearman	MYC	4609	ACH-000667	HCC44	-1.354388793435461	2.468171750748679
PSMA1-1	PSMA1	2.330630885211847	ES2	cutting_control	pearson	PSMA1	5682	ACH-000906	ES2	-1.9809094559957527	2.68364503081644
MYC-1	MYC	2.323875313002705	A549	perturbation_control	spearman	MYC	4609	ACH-000681	A549	-2.1550559030366974	2.026326462530918
YAP1-2	YAP1	2.322806246370853	ES2	perturbation_control	spearman	YAP1	10413	ACH-000906	ES2	-1.1704173129010464	2.0651339537685804
EGLN1-8	EGLN1	2.305219343498857	ES2	cutting_control	pearson	EGLN1	54583	ACH-000906	ES2	-1.0673476665124937	2.276031069852224
POLR2D-1	POLR2D	2.2980513319213296	ES2	cutting_control	pearson	POLR2D	5433	ACH-000906	ES2	-1.5571023500708143	2.3229262436210965
CDK2-1	CDK2	2.29515701047413	HCC44	cutting_control	pearson	CDK2	1017	ACH-000667	HCC44	-1.2524546340637028	2.1895792484859546
KIF11-1	KIF11	2.2906518463304213	HCC44	perturbation_control	spearman	KIF11	3832	ACH-000667	HCC44	-1.7767413591343184	2.2204438446517454
KIF11-2	KIF11	2.2745921444115837	HCC44	perturbation_control	pearson	KIF11	3832	ACH-000667	HCC44	-1.7767413591343184	2.2204438446517454
RHOA-1	RHOA	2.272014521342564	ES2	cutting_control	pearson	RHOA	387	ACH-000906	ES2	-0.7269088889124986	2.6058586595336055
PSMA1-2	PSMA1	2.2669034638847507	HCC44	perturbation_control	pearson	PSMA1	5682	ACH-000667	HCC44	-1.9230602807470247	2.082282362402631
RHOA-1	RHOA	2.256305348618028	HCC44	perturbation_control	spearman	RHOA	387	ACH-000667	HCC44	-0.2873014631135635	2.679640793443241
YAP1-1	YAP1	2.2519835812093003	ES2	perturbation_control	spearman	YAP1	10413	ACH-000906	ES2	-1.1704173129010464	2.0651339537685804
PTK2-1	PTK2	2.249774255953147	A549	perturbation_control	pearson	PTK2	5747	ACH-000681	A549	-0.8006556465030359	2.128045215069972
ITGAV-1	ITGAV	2.248529198993076	ES2	cutting_control	spearman	ITGAV	3685	ACH-000906	ES2	-0.2155083932266117	2.665768204905041
PTK2-2	PTK2	2.2467881455457714	A549	cutting_control	pearson	PTK2	5747	ACH-000681	A549	-0.8006556465030359	2.128045215069972
KIF11-1	KIF11	2.243515760967725	HCC44	cutting_control	spearman	KIF11	3832	ACH-000667	HCC44	-1.7767413591343184	2.2204438446517454
CSNK1A1-1	CSNK1A1	2.242947606383908	HCC44	cutting_control	pearson	CSNK1A1	1452	ACH-000667	HCC44	-0.8711666343903316	1.8484583018778085
POLR2D-2	POLR2D	2.238761078017612	HCC44	cutting_control	spearman	POLR2D	5433	ACH-000667	HCC44	-1.5648873014752094	2.4234081918839365
YAP1-1	YAP1	2.236624892867626	ES2	perturbation_control	pearson	YAP1	10413	ACH-000906	ES2	-1.1704173129010464	2.0651339537685804
CDK2-2	CDK2	2.2352881149635317	HCC44	perturbation_control	pearson	CDK2	1017	ACH-000667	HCC44	-1.2524546340637028	2.1895792484859546
KIF11-2	KIF11	2.2042715387744343	HCC44	perturbation_control	spearman	KIF11	3832	ACH-000667	HCC44	-1.7767413591343184	2.2204438446517454
PSMA1-2	PSMA1	2.2004105125285296	HCC44	perturbation_control	spearman	PSMA1	5682	ACH-000667	HCC44	-1.9230602807470247	2.082282362402631
PSMA1-1	PSMA1	2.1972132215659843	HCC44	perturbation_control	pearson	PSMA1	5682	ACH-000667	HCC44	-1.9230602807470247	2.082282362402631
MYC-2	MYC	2.18602697416787	A549	perturbation_control	pearson	MYC	4609	ACH-000681	A549	-2.1550559030366974	2.026326462530918
PTK2-1	PTK2	2.181449224175056	HCC44	cutting_control	pearson	PTK2	5747	ACH-000667	HCC44	-0.981298826525806	2.357077366029526
POLR2D-2	POLR2D	2.1774488291181058	ES2	cutting_control	pearson	POLR2D	5433	ACH-000906	ES2	-1.5571023500708143	2.3229262436210965
RHOA-1	RHOA	2.167968297362217	ES2	cutting_control	spearman	RHOA	387	ACH-000906	ES2	-0.7269088889124986	2.6058586595336055
CDK2-2	CDK2	2.1601471078071084	ES2	cutting_control	pearson	CDK2	1017	ACH-000906	ES2	-0.8352856887200487	2.049276986162039
CSNK1A1-1	CSNK1A1	2.1406334759319705	HCC44	cutting_control	spearman	CSNK1A1	1452	ACH-000667	HCC44	-0.8711666343903316	1.8484583018778085
CDK2-1	CDK2	2.1362913473323437	ES2	perturbation_control	pearson	CDK2	1017	ACH-000906	ES2	-0.8352856887200487	2.049276986162039
PSMA1-1	PSMA1	2.13564892126124	HCC44	perturbation_control	spearman	PSMA1	5682	ACH-000667	HCC44	-1.9230602807470247	2.082282362402631
CDK2-2	CDK2	2.119661705554736	ES2	cutting_control	spearman	CDK2	1017	ACH-000906	ES2	-0.8352856887200487	2.049276986162039
EGLN1-8	EGLN1	2.1006954708924184	ES2	cutting_control	spearman	EGLN1	54583	ACH-000906	ES2	-1.0673476665124937	2.276031069852224
CDK2-2	CDK2	2.1001605664554512	HCC44	perturbation_control	spearman	CDK2	1017	ACH-000667	HCC44	-1.2524546340637028	2.1895792484859546
CDK2-2	CDK2	2.09488577896	HCC44	cutting_control	pearson	CDK2	1017	ACH-000667	HCC44	-1.2524546340637028	2.1895792484859546
CDK2-1	CDK2	2.0919980264596343	HCC44	cutting_control	spearman	CDK2	1017	ACH-000667	HCC44	-1.2524546340637028	2.1895792484859546
POLR2D-1	POLR2D	2.0915885960914937	ES2	cutting_control	spearman	POLR2D	5433	ACH-000906	ES2	-1.5571023500708143	2.3229262436210965
PTK2-1	PTK2	2.087915771284516	A549	perturbation_control	spearman	PTK2	5747	ACH-000681	A549	-0.8006556465030359	2.128045215069972
MYC-2	MYC	2.0803266163296734	A549	perturbation_control	spearman	MYC	4609	ACH-000681	A549	-2.1550559030366974	2.026326462530918
CSNK1A1-1	CSNK1A1	2.075395020571222	A549	cutting_control	pearson	CSNK1A1	1452	ACH-000681	A549	-0.7630066165643271	1.720526266658526
PSMA1-2	PSMA1	2.0753025535243066	HCC44	cutting_control	pearson	PSMA1	5682	ACH-000667	HCC44	-1.9230602807470247	2.082282362402631
CDK2-1	CDK2	2.0750478875860443	ES2	cutting_control	pearson	CDK2	1017	ACH-000906	ES2	-0.8352856887200487	2.049276986162039
PTK2-2	PTK2	2.073157197081028	HCC44	cutting_control	spearman	PTK2	5747	ACH-000667	HCC44	-0.981298826525806	2.357077366029526
CDK2-1	CDK2	2.048856219976116	ES2	perturbation_control	spearman	CDK2	1017	ACH-000906	ES2	-0.8352856887200487	2.049276986162039
PTK2-2	PTK2	2.043994544584921	A549	cutting_control	spearman	PTK2	5747	ACH-000681	A549	-0.8006556465030359	2.128045215069972
POLR2D-2	POLR2D	2.0395892010436456	ES2	cutting_control	spearman	POLR2D	5433	ACH-000906	ES2	-1.5571023500708143	2.3229262436210965
KIF11-2	KIF11	2.0392316186738477	HCC44	cutting_control	pearson	KIF11	3832	ACH-000667	HCC44	-1.7767413591343184	2.2204438446517454
BRD4-2	BRD4	2.020758558504804	HCC44	cutting_control	pearson	BRD4	23476	ACH-000667	HCC44	-1.2032479668455065	2.2742400222233883
CDK2-1	CDK2	2.017445900371928	ES2	cutting_control	spearman	CDK2	1017	ACH-000906	ES2	-0.8352856887200487	2.049276986162039
ATF4-1	ATF4	1.9959038398532551	A549	perturbation_control	pearson	ATF4	468	ACH-000681	A549	-1.025993308945905	1.7333293966776824
PSMA1-2	PSMA1	1.9840732700596997	HCC44	cutting_control	spearman	PSMA1	5682	ACH-000667	HCC44	-1.9230602807470247	2.082282362402631
ATF4-2	ATF4	1.9713189205183173	A549	perturbation_control	pearson	ATF4	468	ACH-000681	A549	-1.025993308945905	1.7333293966776824
BRD4-2	BRD4	1.9628036706747392	HCC44	perturbation_control	pearson	BRD4	23476	ACH-000667	HCC44	-1.2032479668455065	2.2742400222233883
ATF4-1	ATF4	1.9558428074458192	A549	perturbation_control	spearman	ATF4	468	ACH-000681	A549	-1.025993308945905	1.7333293966776824
CSNK1A1-1	CSNK1A1	1.95446001940097	A549	perturbation_control	pearson	CSNK1A1	1452	ACH-000681	A549	-0.7630066165643271	1.720526266658526
CSNK1A1-1	CSNK1A1	1.951083100618035	HCC44	perturbation_control	pearson	CSNK1A1	1452	ACH-000667	HCC44	-0.8711666343903316	1.8484583018778085
CCNE1-1	CCNE1	1.9501189295489287	HCC44	perturbation_control	spearman	CCNE1	898	ACH-000667	HCC44	-0.240076980280446	1.666448042556473
MYC-1	MYC	1.9462604251986224	A549	cutting_control	pearson	MYC	4609	ACH-000681	A549	-2.1550559030366974	2.026326462530918
YAP1-1	YAP1	1.940004756613932	ES2	cutting_control	spearman	YAP1	10413	ACH-000906	ES2	-1.1704173129010464	2.0651339537685804
PSMA1-1	PSMA1	1.9383761952213237	HCC44	cutting_control	pearson	PSMA1	5682	ACH-000667	HCC44	-1.9230602807470247	2.082282362402631
CDK2-2	CDK2	1.9374352526807377	ES2	perturbation_control	pearson	CDK2	1017	ACH-000906	ES2	-0.8352856887200487	2.049276986162039
